stop_id,stop_name,stop_lat,stop_lon
53,BEN ZINA,35.5316009521484,10.041600227356
54,EL KHADHRA,35.4851989746094,9.95127010345459
55,B. ELARGOUB,35.464,9.92211
56,M.MHIRI,35.4258995056152,9.85181045532227
565,Cite Erriadh,35.7983016967773,10.6070995330811
574,Croisement Nasrallah,35.5401000976562,10.0481004714966
579,Bir Jdid,35.8540992736816,10.1990003585815
581,Hopital les Aghlabides,35.6688,10.108
589,CAFE FATNASSI-AFH,35.6908988952637,10.0882997512817
590,El JAWEDI,35.6847991943359,10.0854997634888
598,TLELSA,35.3512192,10.7924027
599,KSOUR ESSEF,35.4238,10.998
6,EJBIL,35.497501373291,10.0679998397827
601,X - SOUSSE,35.67578365963578,10.109074115753174
626,MADRASSET EL MANAA,35.532027,10.254688
627,ESSAADA,35.364672,10.825359
628,SAKIET KHADEM,35.3842783,10.8729278
629,CHTIOUINE,35.4007666,10.9236212
63,NASRALLAH,35.352827,9.827657
636,TRIBUNAL CANTONAL,35.69798453504384,10.104646241381374
672,K.KHAZZAZIA. MAHDIA,35.61671528191993,10.148921012878418
673,B.DAWLA. MAHDIA,35.32957331656644,10.597713589668274
674,EL OGLA. MAHDIA,35.321984104808436,10.619176626205444
677,Jelalta,35.671893,10.146401
7,EJDAA,35.4695014953613,10.0642004013062
74,ECHATT,35.2210998535156,10.0334997177124
75,BOUGUERRA,35.1747016906738,10.0395002365112
76,CHERARDA,35.118868,10.033991
8,BOUHAJLA,35.3983001708984,10.0508003234863
868,M. HARISSA,35.6803016662598,10.1716995239258
869,D. EL M'SALLA,35.6820983886719,10.2063999176025
886,MAJER,35.6413993835449,9.99357032775879
89,O.ECHAMIKH,35.4914404,10.3178336
9,ABDELMLAK,35.2877998352051,10.1380996704102
90,O.BOUZID,35.4608807,10.3621813
91,CHHIMET SUD,35.436634,10.390665
92,CHHIMET NOR,35.391033,10.460672
93,SIDI ZAID,35.3703153,10.5044027
94,ESSOUASSI,35.345101,10.5490975
95,BIR EDOULA,35.2579002380371,10.0305995941162
96,Ecole 02 Mars 1934,35.652588734874385,10.085964162004984
97,EL JEM,35.2939701,10.7087373
