trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,shape_dist_traveled,timepoint
87,13:34:00,13:34:00,404,5,AGIL,0,3.9,0
87,13:35:00,13:35:00,417,6,TRAVAUX,0,4.4,0
87,13:36:00,13:36:00,391,7,CITE M.ALI,0,4.9,0
87,13:41:00,13:41:00,451,8,Lycee Okba& Ibn Jazzar/ mansoura,0,6.7,0
87,13:46:00,13:46:00,450,9,Ecole Pilote,0,8.7,0
88,13:20:00,13:20:00,394,1,Immeubles Cite Ennacer,0,0,0
88,13:22:00,13:22:00,395,2,Marina-Cite Ennacer,0,.25,0
88,13:24:00,13:24:00,396,3,Cite Enacer-Cafe Ayouni,0,.5,0
88,13:28:00,13:28:00,398,4,Cite Okba,0,.9,0
88,13:31:00,13:31:00,456,5,Zone Verte,0,1.7,0
88,13:36:00,13:36:00,450,6,Ecole Pilote,0,2.7,0
88,13:41:00,13:41:00,451,7,Lycee Okba& Ibn Jazzar/ mansoura,0,4.4,0
89,18:10:00,18:10:00,451,1,Lycee Okba& Ibn Jazzar/ mansoura,0,0,0
89,18:15:00,18:15:00,450,2,Ecole Pilote,0,1.7,0
89,18:20:00,18:20:00,399,3,Ecole Ibn Al Hani,0,3.4,0
89,18:25:00,18:25:00,394,4,Immeubles Cite Ennacer,0,4.9,0
90,08:00:00,08:00:00,138,1,HAFFOUZ,0,0,0
90,08:06:00,08:06:00,137,2,MIZI,0,6,0
90,08:11:00,08:11:00,136,3,EL BOHLI,0,11,0
90,08:17:00,08:17:00,135,4,ECHRICHIRA,0,17,0
90,08:20:00,08:20:00,134,5,DAR AMOR,0,20,0
90,08:24:00,08:24:00,109,6,EL GRINE,0,24,0
90,08:29:00,08:29:00,108,7,ECHBIKA,0,29,0
90,08:38:00,08:38:00,107,8,EL AOUAMRIA,0,38,0
90,08:43:00,08:43:00,106,9,EL BATEN,0,43,0
90,08:54:00,08:54:00,403,10,Gare Kairouan,0,54,0
91,15:30:00,15:30:00,403,1,Gare Kairouan,0,0,0
91,15:41:00,15:41:00,106,2,EL BATEN,0,11,0
91,15:46:00,15:46:00,107,3,EL AOUAMRIA,0,16,0
91,15:55:00,15:55:00,108,4,ECHBIKA,0,25,0
91,16:00:00,16:00:00,109,5,EL GRINE,0,30,0
91,16:04:00,16:04:00,134,6,DAR AMOR,0,34,0
91,16:07:00,16:07:00,135,7,ECHRICHIRA,0,37,0
91,16:13:00,16:13:00,136,8,EL BOHLI,0,43,0
91,16:18:00,16:18:00,137,9,MIZI,0,48,0
91,16:24:00,16:24:00,138,10,HAFFOUZ,0,54,0
92,06:00:00,06:00:00,403,1,Gare Kairouan,0,0,0
92,06:11:00,06:11:00,106,2,EL BATEN,0,11,0
92,06:16:00,06:16:00,107,3,EL AOUAMRIA,0,16,0
92,06:25:00,06:25:00,108,4,ECHBIKA,0,25,0
92,06:30:00,06:30:00,109,5,EL GRINE,0,30,0
92,06:34:00,06:34:00,134,6,DAR AMOR,0,34,0
92,06:37:00,06:37:00,135,7,ECHRICHIRA,0,37,0
92,06:43:00,06:43:00,136,8,EL BOHLI,0,43,0
92,06:48:00,06:48:00,137,9,MIZI,0,48,0
92,06:54:00,06:54:00,138,10,HAFFOUZ,0,54,0
92,07:00:00,07:00:00,163,11,B. HAMMOUDA,0,60,0
92,07:06:00,07:06:00,164,12,EL AWADID,0,66,0
92,07:10:00,07:10:00,165,13,EL ALAA,0,70,0
93,08:00:00,08:00:00,403,1,Gare Kairouan,0,0,0
93,08:11:00,08:11:00,106,2,EL BATEN,0,11,0
93,08:16:00,08:16:00,107,3,EL AOUAMRIA,0,16,0
93,08:25:00,08:25:00,108,4,ECHBIKA,0,25,0
93,08:30:00,08:30:00,109,5,EL GRINE,0,30,0
93,08:34:00,08:34:00,134,6,DAR AMOR,0,34,0
93,08:37:00,08:37:00,135,7,ECHRICHIRA,0,37,0
93,08:43:00,08:43:00,136,8,EL BOHLI,0,43,0
93,08:48:00,08:48:00,137,9,MIZI,0,48,0
93,08:54:00,08:54:00,138,10,HAFFOUZ,0,54,0
93,09:00:00,09:00:00,163,11,B. HAMMOUDA,0,60,0
93,09:06:00,09:06:00,164,12,EL AWADID,0,66,0
93,09:10:00,09:10:00,165,13,EL ALAA,0,70,0
94,11:30:00,11:30:00,165,1,EL ALAA,0,0,0
94,11:34:00,11:34:00,164,2,EL AWADID,0,4,0
94,11:40:00,11:40:00,163,3,B. HAMMOUDA,0,10,0
94,11:46:00,11:46:00,138,4,HAFFOUZ,0,16,0
94,11:52:00,11:52:00,137,5,MIZI,0,22,0
94,11:57:00,11:57:00,136,6,EL BOHLI,0,27,0
94,12:03:00,12:03:00,135,7,ECHRICHIRA,0,33,0
94,12:06:00,12:06:00,134,8,DAR AMOR,0,36,0
94,12:10:00,12:10:00,109,9,EL GRINE,0,40,0
94,12:15:00,12:15:00,108,10,ECHBIKA,0,45,0
94,12:24:00,12:24:00,107,11,EL AOUAMRIA,0,54,0
94,12:29:00,12:29:00,106,12,EL BATEN,0,59,0
94,12:40:00,12:40:00,403,13,Gare Kairouan,0,70,0
95,13:05:00,13:05:00,165,1,EL ALAA,0,0,0
95,13:09:00,13:09:00,164,2,EL AWADID,0,4,0
95,13:15:00,13:15:00,163,3,B. HAMMOUDA,0,10,0
95,13:21:00,13:21:00,138,4,HAFFOUZ,0,16,0
95,13:27:00,13:27:00,137,5,MIZI,0,22,0
95,13:32:00,13:32:00,136,6,EL BOHLI,0,27,0
95,13:38:00,13:38:00,135,7,ECHRICHIRA,0,33,0
95,13:41:00,13:41:00,134,8,DAR AMOR,0,36,0
95,13:45:00,13:45:00,109,9,EL GRINE,0,40,0
95,13:50:00,13:50:00,108,10,ECHBIKA,0,45,0
95,13:59:00,13:59:00,107,11,EL AOUAMRIA,0,54,0
95,14:04:00,14:04:00,106,12,EL BATEN,0,59,0
95,14:15:00,14:15:00,403,13,Gare Kairouan,0,70,0
96,05:00:00,05:00:00,403,1,Gare Kairouan,0,0,0
96,05:11:00,05:11:00,106,2,EL BATEN,0,11,0
96,05:13:00,05:13:00,168,3,DHOUIBET,0,13,0
96,05:20:00,05:20:00,169,4,BOUSABIR,0,20,0
96,05:22:00,05:22:00,170,5,ERROUISSAT,0,22,0
96,05:25:00,05:25:00,171,6,ELKARMOUSSA,0,25,0
96,05:34:00,05:34:00,172,7,JLOULA,0,34,0
96,05:39:00,05:39:00,173,8,EL KHOMSSI,0,39,0
96,05:46:00,05:46:00,174,9,ETFIFILA,0,46,0
96,05:49:00,05:49:00,175,10,ISKANDIRR,0,49,0
96,05:53:00,05:53:00,176,11,BAZINA,0,53,0
96,06:02:00,06:02:00,177,12,OUSSELTIA,0,62,0
97,07:45:00,07:45:00,177,1,OUSSELTIA,0,0,0
97,07:54:00,07:54:00,176,2,BAZINA,0,9,0
97,07:58:00,07:58:00,175,3,ISKANDIRR,0,13,0
97,08:01:00,08:01:00,174,4,ETFIFILA,0,16,0
97,08:08:00,08:08:00,173,5,EL KHOMSSI,0,23,0
97,08:13:00,08:13:00,172,6,JLOULA,0,28,0
97,08:22:00,08:22:00,171,7,ELKARMOUSSA,0,37,0
97,08:25:00,08:25:00,170,8,ERROUISSAT,0,40,0
97,08:27:00,08:27:00,169,9,BOUSABIR,0,42,0
97,08:34:00,08:34:00,168,10,DHOUIBET,0,49,0
97,08:36:00,08:36:00,106,11,EL BATEN,0,51,0
97,08:47:00,08:47:00,403,12,Gare Kairouan,0,62,0
98,12:00:00,12:00:00,403,1,Gare Kairouan,0,0,0
98,12:11:00,12:11:00,106,2,EL BATEN,0,11,0
98,12:13:00,12:13:00,168,3,DHOUIBET,0,13,0
98,12:20:00,12:20:00,169,4,BOUSABIR,0,20,0
98,12:22:00,12:22:00,170,5,ERROUISSAT,0,22,0
98,12:25:00,12:25:00,171,6,ELKARMOUSSA,0,25,0
98,12:34:00,12:34:00,172,7,JLOULA,0,34,0
98,12:39:00,12:39:00,173,8,EL KHOMSSI,0,39,0
98,12:46:00,12:46:00,174,9,ETFIFILA,0,46,0
98,12:49:00,12:49:00,175,10,ISKANDIRR,0,49,0
98,12:53:00,12:53:00,176,11,BAZINA,0,53,0
98,13:02:00,13:02:00,177,12,OUSSELTIA,0,62,0
99,16:30:00,16:30:00,403,1,Gare Kairouan,0,0,0
99,16:41:00,16:41:00,106,2,EL BATEN,0,11,0
99,16:43:00,16:43:00,168,3,DHOUIBET,0,13,0
99,16:50:00,16:50:00,169,4,BOUSABIR,0,20,0
99,16:52:00,16:52:00,170,5,ERROUISSAT,0,22,0
99,16:55:00,16:55:00,171,6,ELKARMOUSSA,0,25,0
99,17:04:00,17:04:00,172,7,JLOULA,0,34,0
99,17:09:00,17:09:00,173,8,EL KHOMSSI,0,39,0
99,17:16:00,17:16:00,174,9,ETFIFILA,0,46,0
99,17:19:00,17:19:00,175,10,ISKANDIRR,0,49,0
99,17:23:00,17:23:00,176,11,BAZINA,0,53,0
99,17:32:00,17:32:00,177,12,OUSSELTIA,0,62,0
100,19:15:00,19:15:00,177,1,OUSSELTIA,0,0,0
100,19:24:00,19:24:00,176,2,BAZINA,0,9,0
100,19:28:00,19:28:00,175,3,ISKANDIRR,0,13,0
100,19:31:00,19:31:00,174,4,ETFIFILA,0,16,0
100,19:38:00,19:38:00,173,5,EL KHOMSSI,0,23,0
100,19:43:00,19:43:00,172,6,JLOULA,0,28,0
100,19:52:00,19:52:00,171,7,ELKARMOUSSA,0,37,0
100,19:55:00,19:55:00,170,8,ERROUISSAT,0,40,0
100,19:57:00,19:57:00,169,9,BOUSABIR,0,42,0
100,20:04:00,20:04:00,168,10,DHOUIBET,0,49,0
100,20:06:00,20:06:00,106,11,EL BATEN,0,51,0
100,20:17:00,20:17:00,403,12,Gare Kairouan,0,62,0
101,11:30:00,11:30:00,403,1,Gare Kairouan,0,0,0
101,11:40:00,11:40:00,106,2,EL BATEN,0,10,0
101,12:00:00,12:00:00,192,3,SBIKHA,0,35,0
101,12:10:00,12:10:00,204,4,SIDI NEJI,0,50,0
101,12:30:00,12:30:00,211,5,ENNADHOUR,0,61,0
101,13:00:00,13:00:00,215,6,EL FAHS,0,99,0
101,13:20:00,13:20:00,219,7,BIR MCHERKA,0,118,0
101,13:30:00,13:30:00,220,8,DJEBAL OUST,0,128,0
101,13:40:00,13:40:00,222,9,MHAMDIA,0,145,0
101,13:45:00,13:45:00,223,10,FOUCHANA,0,148,0
101,14:00:00,14:00:00,224,11,TUNIS,0,165,0
102,17:30:00,17:30:00,224,1,TUNIS,0,0,0
102,17:45:00,17:45:00,223,2,FOUCHANA,0,17,0
102,17:50:00,17:50:00,222,3,MHAMDIA,0,20,0
102,18:00:00,18:00:00,220,4,DJEBAL OUST,0,37,0
102,18:10:00,18:10:00,219,5,BIR MCHERKA,0,47,0
102,18:30:00,18:30:00,215,6,EL FAHS,0,66,0
102,19:00:00,19:00:00,211,7,ENNADHOUR,0,104,0
102,19:20:00,19:20:00,204,8,SIDI NEJI,0,115,0
102,19:30:00,19:30:00,192,9,SBIKHA,0,130,0
102,19:50:00,19:50:00,106,10,EL BATEN,0,155,0
102,20:00:00,20:00:00,403,11,Gare Kairouan,0,165,0
103,05:45:00,05:45:00,402,1,CITE M.ALI (Aller),0,0,0
103,05:46:00,05:46:00,2,2,RACCADA,0,7,0
103,05:55:00,05:55:00,53,3,BEN ZINA,0,16,0
103,05:59:00,05:59:00,680,4,bin ziina 2,0,16,0
103,06:06:00,06:06:00,625,5,HANOUT SAHBI DAHRI,0,23,0
103,06:07:00,06:07:00,563,6,Ecole Bichi,0,24,0
103,06:11:00,06:11:00,500,7,Hanout Eshih,0,28,0
103,06:23:00,06:23:00,53,8,BEN ZINA,0,40,0
103,06:32:00,06:32:00,2,9,RACCADA,0,49,0
103,06:37:00,06:37:00,451,10,Lycee Okba& Ibn Jazzar/ mansoura,0,54,0
103,06:39:00,06:39:00,402,11,CITE M.ALI (Aller),0,55,0
104,17:45:00,17:45:00,402,1,CITE M.ALI (Aller),0,0,0
104,17:47:00,17:47:00,451,2,Lycee Okba& Ibn Jazzar/ mansoura,0,1,0
104,17:52:00,17:52:00,2,3,RACCADA,0,6,0
104,18:01:00,18:01:00,53,4,BEN ZINA,0,15,0
104,18:13:00,18:13:00,500,5,Hanout Eshih,0,27,0
104,18:17:00,18:17:00,563,6,Ecole Bichi,0,31,0
104,18:18:00,18:18:00,625,7,HANOUT SAHBI DAHRI,0,32,0
104,18:25:00,18:25:00,680,8,bin ziina 2,0,39,0
104,18:29:00,18:29:00,53,9,BEN ZINA,0,39,0
104,18:38:00,18:38:00,2,10,RACCADA,0,48,0
104,18:39:00,18:39:00,402,11,CITE M.ALI (Aller),0,55,0
105,06:00:00,06:00:00,403,1,Gare Kairouan,0,0,0
105,06:11:00,06:11:00,106,2,EL BATEN,0,11,0
105,06:13:00,06:13:00,168,3,DHOUIBET,0,13,0
105,06:20:00,06:20:00,169,4,BOUSABIR,0,20,0
105,06:22:00,06:22:00,170,5,ERROUISSAT,0,22,0
105,06:25:00,06:25:00,171,6,ELKARMOUSSA,0,25,0
105,06:34:00,06:34:00,172,7,JLOULA,0,34,0
105,06:37:00,06:37:00,173,8,EL KHOMSSI,0,39,0
105,06:43:00,06:43:00,174,9,ETFIFILA,0,46,0
105,06:47:00,06:47:00,175,10,ISKANDIRR,0,49,0
105,06:51:00,06:51:00,176,11,BAZINA,0,53,0
105,07:00:00,07:00:00,177,12,OUSSELTIA,0,62,0
105,07:08:00,07:08:00,178,13,SIDI AMARA,0,70,0
105,07:17:00,07:17:00,179,14,SIDI AMEUR,0,79,0
105,07:25:00,07:25:00,180,15,O.KHARROUB,0,87,0
105,07:33:00,07:33:00,181,16,EL KANTRA,0,95,0
105,07:45:00,07:45:00,182,17,SILIANA,0,107,0
106,11:30:00,11:30:00,182,1,SILIANA,0,0,0
106,11:42:00,11:42:00,181,2,EL KANTRA,0,12,0
106,11:50:00,11:50:00,180,3,O.KHARROUB,0,20,0
106,11:58:00,11:58:00,179,4,SIDI AMEUR,0,28,0
106,12:07:00,12:07:00,178,5,SIDI AMARA,0,37,0
106,12:15:00,12:15:00,177,6,OUSSELTIA,0,45,0
106,12:24:00,12:24:00,176,7,BAZINA,0,54,0
106,12:28:00,12:28:00,175,8,ISKANDIRR,0,58,0
106,12:32:00,12:32:00,174,9,ETFIFILA,0,61,0
106,12:38:00,12:38:00,173,10,EL KHOMSSI,0,68,0
106,12:41:00,12:41:00,172,11,JLOULA,0,73,0
106,12:50:00,12:50:00,171,12,ELKARMOUSSA,0,82,0
106,12:53:00,12:53:00,170,13,ERROUISSAT,0,85,0
106,12:55:00,12:55:00,169,14,BOUSABIR,0,87,0
106,13:02:00,13:02:00,168,15,DHOUIBET,0,94,0
106,13:04:00,13:04:00,106,16,EL BATEN,0,96,0
106,13:15:00,13:15:00,403,17,Gare Kairouan,0,107,0
107,06:30:00,06:30:00,403,1,Gare Kairouan,0,0,0
107,06:40:00,06:40:00,868,2,M. HARISSA,0,8,0
107,06:43:00,06:43:00,869,3,D. EL M'SALLA,0,11,0
107,06:45:00,06:45:00,249,4,K. KAZZAZIA,0,13,0
107,06:52:00,06:52:00,251,5,SIDI HANI,0,20,0
107,07:00:00,07:00:00,252,6,GHABGHOUB,0,28,0
107,07:06:00,07:06:00,253,7,ESSABBALA,0,34,0
107,07:17:00,07:17:00,254,8,MSAKEN,0,45,0
107,07:22:00,07:22:00,255,9,MESSADINE,0,50,0
107,07:30:00,07:30:00,257,10,SOUSSE,0,57,0
108,08:00:00,08:00:00,257,1,SOUSSE,0,0,0
108,08:08:00,08:08:00,255,2,MESSADINE,0,7,0
108,08:13:00,08:13:00,254,3,MSAKEN,0,12,0
108,08:24:00,08:24:00,253,4,ESSABBALA,0,23,0
108,08:30:00,08:30:00,252,5,GHABGHOUB,0,29,0
108,08:38:00,08:38:00,251,6,SIDI HANI,0,37,0
108,08:45:00,08:45:00,249,7,K. KAZZAZIA,0,44,0
108,08:47:00,08:47:00,869,8,D. EL M'SALLA,0,46,0
108,08:50:00,08:50:00,868,9,M. HARISSA,0,49,0
108,09:00:00,09:00:00,403,10,Gare Kairouan,0,57,0
109,07:15:00,07:15:00,403,1,Gare Kairouan,0,0,0
109,07:25:00,07:25:00,868,2,M. HARISSA,0,8,0
109,07:28:00,07:28:00,869,3,D. EL M'SALLA,0,11,0
109,07:30:00,07:30:00,249,4,K. KAZZAZIA,0,13,0
109,07:37:00,07:37:00,251,5,SIDI HANI,0,20,0
109,07:45:00,07:45:00,252,6,GHABGHOUB,0,28,0
109,07:51:00,07:51:00,253,7,ESSABBALA,0,34,0
109,08:02:00,08:02:00,254,8,MSAKEN,0,45,0
109,08:07:00,08:07:00,255,9,MESSADINE,0,50,0
109,08:15:00,08:15:00,257,10,SOUSSE,0,57,0
110,08:45:00,08:45:00,257,1,SOUSSE,0,0,0
110,08:53:00,08:53:00,255,2,MESSADINE,0,7,0
110,08:58:00,08:58:00,254,3,MSAKEN,0,12,0
110,09:09:00,09:09:00,253,4,ESSABBALA,0,23,0
110,09:15:00,09:15:00,252,5,GHABGHOUB,0,29,0
110,09:23:00,09:23:00,251,6,SIDI HANI,0,37,0
110,09:30:00,09:30:00,249,7,K. KAZZAZIA,0,44,0
110,09:32:00,09:32:00,869,8,D. EL M'SALLA,0,46,0
110,09:35:00,09:35:00,868,9,M. HARISSA,0,49,0
110,09:45:00,09:45:00,403,10,Gare Kairouan,0,57,0
111,08:30:00,08:30:00,403,1,Gare Kairouan,0,0,0
111,08:40:00,08:40:00,868,2,M. HARISSA,0,8,0
111,08:43:00,08:43:00,869,3,D. EL M'SALLA,0,11,0
111,08:45:00,08:45:00,249,4,K. KAZZAZIA,0,13,0
111,08:52:00,08:52:00,251,5,SIDI HANI,0,20,0
111,09:00:00,09:00:00,252,6,GHABGHOUB,0,28,0
111,09:06:00,09:06:00,253,7,ESSABBALA,0,34,0
111,09:17:00,09:17:00,254,8,MSAKEN,0,45,0
111,09:22:00,09:22:00,255,9,MESSADINE,0,50,0
111,09:30:00,09:30:00,257,10,SOUSSE,0,57,0
112,10:30:00,10:30:00,257,1,SOUSSE,0,0,0
112,10:38:00,10:38:00,255,2,MESSADINE,0,7,0
112,10:43:00,10:43:00,254,3,MSAKEN,0,12,0
112,10:54:00,10:54:00,253,4,ESSABBALA,0,23,0
112,11:00:00,11:00:00,252,5,GHABGHOUB,0,29,0
112,11:08:00,11:08:00,251,6,SIDI HANI,0,37,0
112,11:15:00,11:15:00,249,7,K. KAZZAZIA,0,44,0
112,11:17:00,11:17:00,869,8,D. EL M'SALLA,0,46,0
112,11:20:00,11:20:00,868,9,M. HARISSA,0,49,0
112,11:30:00,11:30:00,403,10,Gare Kairouan,0,57,0
113,09:30:00,09:30:00,403,1,Gare Kairouan,0,0,0
113,09:40:00,09:40:00,868,2,M. HARISSA,0,8,0
113,09:43:00,09:43:00,869,3,D. EL M'SALLA,0,11,0
113,09:45:00,09:45:00,249,4,K. KAZZAZIA,0,13,0
113,09:52:00,09:52:00,251,5,SIDI HANI,0,20,0
113,10:00:00,10:00:00,252,6,GHABGHOUB,0,28,0
113,10:06:00,10:06:00,253,7,ESSABBALA,0,34,0
113,10:17:00,10:17:00,254,8,MSAKEN,0,45,0
113,10:22:00,10:22:00,255,9,MESSADINE,0,50,0
113,10:30:00,10:30:00,257,10,SOUSSE,0,57,0
114,12:00:00,12:00:00,257,1,SOUSSE,0,0,0
114,12:08:00,12:08:00,255,2,MESSADINE,0,7,0
114,12:13:00,12:13:00,254,3,MSAKEN,0,12,0
114,12:24:00,12:24:00,253,4,ESSABBALA,0,23,0
114,12:30:00,12:30:00,252,5,GHABGHOUB,0,29,0
114,12:38:00,12:38:00,251,6,SIDI HANI,0,37,0
114,12:45:00,12:45:00,249,7,K. KAZZAZIA,0,44,0
114,12:47:00,12:47:00,869,8,D. EL M'SALLA,0,46,0
114,12:50:00,12:50:00,868,9,M. HARISSA,0,49,0
114,13:00:00,13:00:00,403,10,Gare Kairouan,0,57,0
115,10:30:00,10:30:00,403,1,Gare Kairouan,0,0,0
115,10:40:00,10:40:00,868,2,M. HARISSA,0,8,0
115,10:43:00,10:43:00,869,3,D. EL M'SALLA,0,11,0
115,10:45:00,10:45:00,249,4,K. KAZZAZIA,0,13,0
115,10:52:00,10:52:00,251,5,SIDI HANI,0,20,0
115,11:00:00,11:00:00,252,6,GHABGHOUB,0,28,0
115,11:06:00,11:06:00,253,7,ESSABBALA,0,34,0
115,11:17:00,11:17:00,254,8,MSAKEN,0,45,0
115,11:22:00,11:22:00,255,9,MESSADINE,0,50,0
115,11:30:00,11:30:00,257,10,SOUSSE,0,57,0
116,12:45:00,12:45:00,257,1,SOUSSE,0,0,0
116,12:53:00,12:53:00,255,2,MESSADINE,0,7,0
116,12:58:00,12:58:00,254,3,MSAKEN,0,12,0
116,13:09:00,13:09:00,253,4,ESSABBALA,0,23,0
116,13:15:00,13:15:00,252,5,GHABGHOUB,0,29,0
116,13:23:00,13:23:00,251,6,SIDI HANI,0,37,0
116,13:30:00,13:30:00,249,7,K. KAZZAZIA,0,44,0
116,13:32:00,13:32:00,869,8,D. EL M'SALLA,0,46,0
116,13:35:00,13:35:00,868,9,M. HARISSA,0,49,0
116,13:45:00,13:45:00,403,10,Gare Kairouan,0,57,0
117,12:00:00,12:00:00,403,1,Gare Kairouan,0,0,0
117,12:10:00,12:10:00,868,2,M. HARISSA,0,8,0
117,12:13:00,12:13:00,869,3,D. EL M'SALLA,0,11,0
117,12:15:00,12:15:00,249,4,K. KAZZAZIA,0,13,0
117,12:22:00,12:22:00,251,5,SIDI HANI,0,20,0
117,12:30:00,12:30:00,252,6,GHABGHOUB,0,28,0
117,12:36:00,12:36:00,253,7,ESSABBALA,0,34,0
117,12:47:00,12:47:00,254,8,MSAKEN,0,45,0
117,12:52:00,12:52:00,255,9,MESSADINE,0,50,0
117,13:00:00,13:00:00,257,10,SOUSSE,0,57,0
118,14:00:00,14:00:00,257,1,SOUSSE,0,0,0
118,14:08:00,14:08:00,255,2,MESSADINE,0,7,0
118,14:13:00,14:13:00,254,3,MSAKEN,0,12,0
118,14:24:00,14:24:00,253,4,ESSABBALA,0,23,0
118,14:30:00,14:30:00,252,5,GHABGHOUB,0,29,0
118,14:38:00,14:38:00,251,6,SIDI HANI,0,37,0
118,14:45:00,14:45:00,249,7,K. KAZZAZIA,0,44,0
118,14:47:00,14:47:00,869,8,D. EL M'SALLA,0,46,0
118,14:50:00,14:50:00,868,9,M. HARISSA,0,49,0
118,15:00:00,15:00:00,403,10,Gare Kairouan,0,57,0
119,13:30:00,13:30:00,403,1,Gare Kairouan,0,0,0
119,13:40:00,13:40:00,868,2,M. HARISSA,0,8,0
119,13:43:00,13:43:00,869,3,D. EL M'SALLA,0,11,0
119,13:45:00,13:45:00,249,4,K. KAZZAZIA,0,13,0
119,13:52:00,13:52:00,251,5,SIDI HANI,0,20,0
119,14:00:00,14:00:00,252,6,GHABGHOUB,0,28,0
119,14:06:00,14:06:00,253,7,ESSABBALA,0,34,0
119,14:17:00,14:17:00,254,8,MSAKEN,0,45,0
119,14:22:00,14:22:00,255,9,MESSADINE,0,50,0
119,14:30:00,14:30:00,257,10,SOUSSE,0,57,0
120,15:30:00,15:30:00,257,1,SOUSSE,0,0,0
120,15:38:00,15:38:00,255,2,MESSADINE,0,7,0
120,15:43:00,15:43:00,254,3,MSAKEN,0,12,0
120,15:54:00,15:54:00,253,4,ESSABBALA,0,23,0
120,16:00:00,16:00:00,252,5,GHABGHOUB,0,29,0
120,16:08:00,16:08:00,251,6,SIDI HANI,0,37,0
120,16:15:00,16:15:00,249,7,K. KAZZAZIA,0,44,0
120,16:17:00,16:17:00,869,8,D. EL M'SALLA,0,46,0
120,16:20:00,16:20:00,868,9,M. HARISSA,0,49,0
120,16:30:00,16:30:00,403,10,Gare Kairouan,0,57,0
121,15:00:00,15:00:00,403,1,Gare Kairouan,0,0,0
121,15:10:00,15:10:00,868,2,M. HARISSA,0,8,0
121,15:13:00,15:13:00,869,3,D. EL M'SALLA,0,11,0
121,15:15:00,15:15:00,249,4,K. KAZZAZIA,0,13,0
121,15:22:00,15:22:00,251,5,SIDI HANI,0,20,0
121,15:30:00,15:30:00,252,6,GHABGHOUB,0,28,0
121,15:36:00,15:36:00,253,7,ESSABBALA,0,34,0
121,15:47:00,15:47:00,254,8,MSAKEN,0,45,0
121,15:52:00,15:52:00,255,9,MESSADINE,0,50,0
121,16:00:00,16:00:00,257,10,SOUSSE,0,57,0
122,17:00:00,17:00:00,257,1,SOUSSE,0,0,0
122,17:08:00,17:08:00,255,2,MESSADINE,0,7,0
122,17:13:00,17:13:00,254,3,MSAKEN,0,12,0
122,17:24:00,17:24:00,253,4,ESSABBALA,0,23,0
122,17:30:00,17:30:00,252,5,GHABGHOUB,0,29,0
122,17:38:00,17:38:00,251,6,SIDI HANI,0,37,0
122,17:45:00,17:45:00,249,7,K. KAZZAZIA,0,44,0
122,17:47:00,17:47:00,869,8,D. EL M'SALLA,0,46,0
122,17:50:00,17:50:00,868,9,M. HARISSA,0,49,0
122,18:00:00,18:00:00,403,10,Gare Kairouan,0,57,0
123,16:00:00,16:00:00,403,1,Gare Kairouan,0,0,0
123,16:10:00,16:10:00,868,2,M. HARISSA,0,8,0
123,16:13:00,16:13:00,869,3,D. EL M'SALLA,0,11,0
123,16:15:00,16:15:00,249,4,K. KAZZAZIA,0,13,0
123,16:22:00,16:22:00,251,5,SIDI HANI,0,20,0
123,16:30:00,16:30:00,252,6,GHABGHOUB,0,28,0
123,16:36:00,16:36:00,253,7,ESSABBALA,0,34,0
123,16:47:00,16:47:00,254,8,MSAKEN,0,45,0
123,16:52:00,16:52:00,255,9,MESSADINE,0,50,0
123,17:00:00,17:00:00,257,10,SOUSSE,0,57,0
124,18:00:00,18:00:00,257,1,SOUSSE,0,0,0
124,18:08:00,18:08:00,255,2,MESSADINE,0,7,0
124,18:13:00,18:13:00,254,3,MSAKEN,0,12,0
124,18:24:00,18:24:00,253,4,ESSABBALA,0,23,0
124,18:30:00,18:30:00,252,5,GHABGHOUB,0,29,0
124,18:38:00,18:38:00,251,6,SIDI HANI,0,37,0
124,18:45:00,18:45:00,249,7,K. KAZZAZIA,0,44,0
124,18:47:00,18:47:00,869,8,D. EL M'SALLA,0,46,0
124,18:50:00,18:50:00,868,9,M. HARISSA,0,49,0
124,19:00:00,19:00:00,403,10,Gare Kairouan,0,57,0
125,06:00:00,06:00:00,403,1,Gare Kairouan,0,0,0
125,06:10:00,06:10:00,868,2,M. HARISSA,0,8,0
125,06:13:00,06:13:00,869,3,D. EL M'SALLA,0,11,0
125,06:15:00,06:15:00,249,4,K. KAZZAZIA,0,13,0
125,06:22:00,06:22:00,251,5,SIDI HANI,0,20,0
125,06:30:00,06:30:00,252,6,GHABGHOUB,0,28,0
125,06:36:00,06:36:00,253,7,ESSABBALA,0,34,0
125,06:55:00,06:55:00,565,8,Cite Erriadh,0,57,0
125,07:30:00,07:30:00,259,9,MONASTIR,0,81,0
126,10:30:00,10:30:00,259,1,MONASTIR,0,0,0
126,11:05:00,11:05:00,565,2,Cite Erriadh,0,24,0
126,11:24:00,11:24:00,253,3,ESSABBALA,0,47,0
126,11:30:00,11:30:00,252,4,GHABGHOUB,0,53,0
126,11:38:00,11:38:00,251,5,SIDI HANI,0,61,0
126,11:45:00,11:45:00,249,6,K. KAZZAZIA,0,68,0
126,11:47:00,11:47:00,869,7,D. EL M'SALLA,0,70,0
126,11:50:00,11:50:00,868,8,M. HARISSA,0,73,0
126,12:00:00,12:00:00,403,9,Gare Kairouan,0,81,0
127,14:00:00,14:00:00,403,1,Gare Kairouan,0,0,0
